time,av_autocorr,av_autocorr_echo,sqrt_av_autocorr_echo,forward_upper_env,forward_lower_env,echo_upper_env,echo_lower_env,sqrt_echo_upper_env,sqrt_echo_lower_env
0,0.734375,0.755859375,0.8694017339527222,0.734375,0.380611204162025,0.755859375,0.7297882224694174,0.8697964825490476,0.8538493079195424
1,-0.669921875,0.65234375,0.8076779989575054,0.7027942533594411,-0.669921875,0.7242007625591804,0.65234375,0.8683002449941049,0.8076779989575054
2,0.677734375,0.63671875,0.7979465834252315,0.677734375,-0.7689762258488306,0.6881915708551012,0.6277279635815536,0.8579187974527791,0.7919574750981533
3,-0.673828125,0.583984375,0.7641887037898427,0.6473161996146397,-0.6990744337855685,0.6458257457637903,0.5673265342016571,0.8368535572263486,0.7519494797888786
4,0.609375,0.4609375,0.6789237807000135,0.609375,-0.6010211306850691,0.5988680197033829,0.4609375,0.806830678900367,0.6789237807000135
5,-0.578125,0.431640625,0.656993626300895,0.5459182399757212,-0.578125,0.5487789816708857,0.42732007281329626,0.7698347511670303,0.653142174703309
6,0.484375,0.376953125,0.6139650845121406,0.49221237933272255,-0.5468727830616844,0.49701560338292583,0.376953125,0.7278534295229931,0.6139650845121406
7,-0.501953125,0.359375,0.5994789404140899,0.4594264288031388,-0.5020402101040266,0.4450348565561302,0.3525396985404234,0.6828743694649101,0.5933188002772543
8,0.443359375,0.310546875,0.557267328128969,0.444804780899922,-0.4555922495240817,0.39429371290712556,0.310546875,0.6368852264894359,0.557267328128969
9,-0.41796875,0.287109375,0.5358258812338202,0.4379087619936106,-0.4251675033863904,0.3462491441525388,0.2836825889425042,0.591873656093225,0.531971369961443
10,0.43359375,0.30078125,0.5484352742120077,0.43390236742617616,-0.4145790661129929,0.30235798418564014,0.2493522259964097,0.5498271199848577,0.49834554382838164
11,-0.4140625,0.21484375,0.46351240544347894,0.4289472544322511,-0.4140625,0.26406477959492636,0.21484375,0.5127158031704327,0.46351240544347894
12,0.419921875,0.23046875,0.480071609241788,0.419921875,-0.39251236595249406,0.2325980914095741,0.18960761910028118,0.4822062017415465,0.4362006421084337
13,-0.361328125,0.18359375,0.42847841252506524,0.381575519010588,-0.361328125,0.208088284248801,0.16777992771765587,0.4584206804288832,0.4113997778505243
14,0.333984375,0.17578125,0.4192627457812106,0.333984375,-0.31194263039548986,0.18868453280549913,0.1497375186322917,0.4386959296798935,0.3889915007047602
15,-0.267578125,0.1484375,0.385275875185561,0.29547427119719066,-0.27672656751427477,0.17143781536260191,0.13395948860477067,0.4188245085811165,0.3672306504769671
16,0.287109375,0.119140625,0.3451675317871019,0.30478269080682885,-0.26721997920928964,0.15318312464372213,0.11891846990681383,0.3942952873045882,0.34436390440247516
17,-0.27734375,0.1328125,0.3644344934278313,0.3238056387956003,-0.27830870666140883,0.1328125,0.10309182899724662,0.3644344934278313,0.31864575848212573
18,0.28515625,0.09375,0.30618621784789724,0.28515625,-0.29318296831496415,0.10177736986928089,0.08536170077409719,0.31452161838213566,0.2889966954871395
19,-0.30078125,0.064453125,0.2538762001448738,-0.15326919821146068,-0.30078125,0.07474606105686325,0.064453125,0.27066257850094644,0.2538762001448738
